id,RevisionId,AllocationId,TradeTypeName,SecurityId,SecurityType,Name,Ticker,CUSIP,ISIN,TradeDate,SettleDate,Quantity,Price,TradeFXRate,Principal,Interest,TotalCash,AllocationQTY,AllocationPrincipal,AllocationInterest,AllocationFees,AllocationCash,PortfolioName,CustodianName,StrategyName,Strategy1Name,Strategy2Name,Counterparty,AllocationRule,IsCustomAllocation
3583888,2,3486273,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,416667,0,0,0,0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486274,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,416666,0,0,0,0,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486275,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,625000,0,0,0,0,Redfield Accu-Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486276,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,625000,0,0,0,0,Redfield Accu-Fund,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486277,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,89285,0,0,0,0,UNC Investment Fund,CS Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486278,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,89286,0,0,0,0,UNC Investment Fund,DBAB Prime,ACE,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486279,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,89286,0,0,0,0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3583888,2,3486280,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,89285,0,0,0,0,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3656949,3,3525441,Buy Fixed/Floating Rate,290094,IR Swap,USSWAP15-01172023,NULL,NULL,NULL,00:00.0,00:00.0,35000000,0,NULL,0,0,0,35000000,0,0,0,0,Platpot Fund,CS Prime, Default,Asset,DefaultS2,GSCO,Single Fund Rule - Platpot Fund,0
3712617,1,3520770,Buy,290099,Equity,US46434G8226,EWJ,46434G822,US46434G8226,00:00.0,00:00.0,500000,90,NULL,45000000,0,45000828,437500,39375000,0,724.5,39375724.5,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712617,1,3520771,Buy,290099,Equity,US46434G8226,EWJ,46434G822,US46434G8226,00:00.0,00:00.0,500000,90,NULL,45000000,0,45000828,62500,5625000,0,103.5,5625103.5,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712618,2,3520774,Buy,290098,Equity,US92204A2078,VDC,92204A207,US92204A2078,00:00.0,00:00.0,1000000,90,NULL,90000000,0,90001656,875000,78750000,0,1449,78751449,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712618,2,3520775,Buy,290098,Equity,US92204A2078,VDC,92204A207,US92204A2078,00:00.0,00:00.0,1000000,90,NULL,90000000,0,90001656,125000,11250000,0,207,11250207,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3712619,1,3520776,Buy,290081,Equity,IBM-US,IBM,459200101,US4592001014,00:00.0,00:00.0,10000,125,NULL,1250000,0,1250423,10000,1250000,0,423,1250423,Platpot Fund,CS Prime, Default,Asset,DefaultS2,GSCO,Single Fund Rule - Platpot Fund,0
3730015,2,3525443,Buy,290101,Bond,36829QAA3,NULL,36829QAA3,US36829QAA31,00:00.0,00:00.0,40000000,68,NULL,27200000,1208333.33,28408333.33,40000000,27200000,1208333.33,0,28408333.33,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABGS,Single Fund Rule - Platpot Fund,0
3730016,1,3525444,Buy,290097,Loan,Carver,NULL,NULL,NULL,00:00.0,00:00.0,1000000,100,NULL,1000000,0,1000000,1000000,1000000,0,0,1000000,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABN,Single Fund Rule - Platpot Fund,0
3743933,2,3529178,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,4000000,90,NULL,3600000,0,3600000,4000000,3600000,0,0,3600000,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABGS,Single Fund Rule - Platpot Fund,0
3757850,1,3532907,Buy,290102,Bond,COFP 6 5/8 01/15/26,NULL,BN0672673,XS2276596538,00:00.0,00:00.0,1000000,68,NULL,680000,13802.08,693802.08,875000,595000,12076.82,0,607076.82,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABN,STANDARD PERCENTAGE,0
3757850,1,3532908,Buy,290102,Bond,COFP 6 5/8 01/15/26,NULL,BN0672673,XS2276596538,00:00.0,00:00.0,1000000,68,NULL,680000,13802.08,693802.08,125000,85000,1725.26,0,86725.26,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABN,STANDARD PERCENTAGE,0
3761330,2,3533847,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,4375000,0,0,0,0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761330,2,3533848,Buy,288790,AssetBacked,004421CG6,NULL,004421CG6,US004421CG60,00:00.0,00:00.0,5000000,90,NULL,0,0,0,625000,0,0,0,0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761331,1,3533849,Buy,290030,Loan,BL1156233,NULL,89213GAF7,US89213GAF72,00:00.0,00:00.0,11000000,90,NULL,9900000,0,9900000,11000000,9900000,0,0,9900000,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABGS,Single Fund Rule - Platpot Fund,0
3761332,1,3533850,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,5000000,99,NULL,4950000,0,4950000,5000000,4950000,0,0,4950000,Platpot Fund,CS Prime, Default,Asset,DefaultS2,ABGS,Single Fund Rule - Platpot Fund,0
3761333,1,3533851,Sell,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,9000000,95,NULL,8550000,0,8550000,9000000,8550000,0,0,8550000,Platpot Fund,CS Prime, Default,Asset,DefaultS2,Internal,NULL,1
3761334,1,3533852,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,9000000,95,NULL,8550000,0,8550000,9000000,8550000,0,0,8550000,Platpot Fund,DBAB Prime, Default,Asset,DefaultS2,Internal,NULL,1
3761335,3,3533869,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,4000000,99,NULL,3960000,0,3960000,4000000,3960000,0,0,3960000,Leatherwood Trust MA,DBAB Prime,CZN,Asset,DefaultS2,ABGS,Single Fund Rule - Leatherwood Trust MA,1
3761336,1,3533863,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,1200000,22,NULL,264000,0,264000,327000,71940,0,0,71940,Leatherwood Trust MA,DBAB Prime,CZN,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533864,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,1200000,22,NULL,264000,0,264000,383000,84260,0,0,84260,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533865,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,1200000,22,NULL,264000,0,264000,382000,84040,0,0,84040,Redfield Accu-Fund,DBAB Prime,CZN,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533866,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,1200000,22,NULL,264000,0,264000,54000,11880,0,0,11880,UNC Investment Fund,DBAB Prime,CZN,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533867,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,1200000,22,NULL,264000,0,264000,27000,5940,0,0,5940,UNC Investment Fund,DBAB swap, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761336,1,3533868,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,1200000,22,NULL,264000,0,264000,27000,5940,0,0,5940,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3761337,1,3533870,Buy,290060,Equity,AMZN-US,AMZN,23135106,US0231351067,00:00.0,00:00.0,1000000,29,NULL,29000000,0,29000533.6,300000,8700000,0,160.08,8700160.08,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761337,1,3533871,Buy,290060,Equity,AMZN-US,AMZN,23135106,US0231351067,00:00.0,00:00.0,1000000,29,NULL,29000000,0,29000533.6,300000,8700000,0,160.08,8700160.08,Optimum Holdings Partners,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761337,1,3533872,Buy,290060,Equity,AMZN-US,AMZN,23135106,US0231351067,00:00.0,00:00.0,1000000,29,NULL,29000000,0,29000533.6,350000,10150000,0,186.76,10150186.76,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3761337,1,3533873,Buy,290060,Equity,AMZN-US,AMZN,23135106,US0231351067,00:00.0,00:00.0,1000000,29,NULL,29000000,0,29000533.6,50000,1450000,0,26.68,1450026.68,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3764817,2,3534808,Buy,288798,Bond,156686AJ6,NULL,156686AJ6,US156686AJ67,00:00.0,00:00.0,2000000,90,NULL,1800000,49200,1849200,857000,771300,21082.2,0,792382.2,Leatherwood Trust MA,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764817,2,3534809,Buy,288798,Bond,156686AJ6,NULL,156686AJ6,US156686AJ67,00:00.0,00:00.0,2000000,90,NULL,1800000,49200,1849200,1000000,900000,24600,0,924600,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764817,2,3534810,Buy,288798,Bond,156686AJ6,NULL,156686AJ6,US156686AJ67,00:00.0,00:00.0,2000000,90,NULL,1800000,49200,1849200,143000,128700,3517.8,0,132217.8,UNC Investment Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764818,1,3534811,Buy,288799,Bond,17453BAS0,NULL,17453BAS0,US17453BAS07,00:00.0,00:00.0,3000000,90,NULL,2700000,0,2700000,2625000,2362500,0,0,2362500,Redfield Accu-Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764818,1,3534812,Buy,288799,Bond,17453BAS0,NULL,17453BAS0,US17453BAS07,00:00.0,00:00.0,3000000,90,NULL,2700000,0,2700000,375000,337500,0,0,337500,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764819,1,3534813,Buy,288798,Bond,156686AJ6,NULL,156686AJ6,US156686AJ67,00:00.0,00:00.0,5000000,99,NULL,4950000,122000,5072000,2143000,2121570,52289.2,0,2173859.2,Leatherwood Trust MA,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764819,1,3534814,Buy,288798,Bond,156686AJ6,NULL,156686AJ6,US156686AJ67,00:00.0,00:00.0,5000000,99,NULL,4950000,122000,5072000,2500000,2475000,61000,0,2536000,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764819,1,3534815,Buy,288798,Bond,156686AJ6,NULL,156686AJ6,US156686AJ67,00:00.0,00:00.0,5000000,99,NULL,4950000,122000,5072000,357000,353430,8710.8,0,362140.8,UNC Investment Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764820,2,3534818,Buy,288798,Bond,156686AJ6,NULL,156686AJ6,US156686AJ67,00:00.0,00:00.0,5000000,90,NULL,4500000,122000,4622000,4375000,3937500,106750,0,4044250,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3764820,2,3534819,Buy,288798,Bond,156686AJ6,NULL,156686AJ6,US156686AJ67,00:00.0,00:00.0,5000000,90,NULL,4500000,122000,4622000,625000,562500,15250,0,577750,UNC Investment Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3803090,1,3545072,Buy Protection,290103,CDS Contract,CDS VRZN 1% 06/20/28 USD SR XR [DBABS] -2.00pts (60bps),CVZGF1U5,NULL,NULL,00:00.0,00:00.0,1000000,-1.9967891,NULL,-19967.89,-611.11,-20579,428571,-8557.66,-261.9,0,-8819.56,Leatherwood Trust MA,DBAB swap, Default,Hedge,DefaultS2,DBABS,STANDARD PERCENTAGE,1
3803090,1,3545073,Buy Protection,290103,CDS Contract,CDS VRZN 1% 06/20/28 USD SR XR [DBABS] -2.00pts (60bps),CVZGF1U5,NULL,NULL,00:00.0,00:00.0,1000000,-1.9967891,NULL,-19967.89,-611.11,-20579,500000,-9983.94,-305.56,0,-10289.5,Redfield Accu-Fund,DBAB swap, Default,Hedge,DefaultS2,DBABS,STANDARD PERCENTAGE,1
3803090,1,3545074,Buy Protection,290103,CDS Contract,CDS VRZN 1% 06/20/28 USD SR XR [DBABS] -2.00pts (60bps),CVZGF1U5,NULL,NULL,00:00.0,00:00.0,1000000,-1.9967891,NULL,-19967.89,-611.11,-20579,71429,-1426.29,-43.65,0,-1469.94,UNC Investment Fund,DBAB swap, Default,Hedge,DefaultS2,DBABS,STANDARD PERCENTAGE,1
3803091,1,3545075,Buy Protection,290104,CDS Contract,CDS SUN 1% 06/20/28 USD SR XR [BOFAS] -.15pts (97bps),CSUI1U5,NULL,NULL,00:00.0,00:00.0,2000000,-0.14741218,NULL,-2948.24,-1222.22,-4170.46,1750000,-2579.71,-1069.44,0,-3649.15,Redfield Accu-Fund,BOFA swap, Default,Hedge,DefaultS2,BOFAS,STANDARD PERCENTAGE,1
3803091,1,3545076,Buy Protection,290104,CDS Contract,CDS SUN 1% 06/20/28 USD SR XR [BOFAS] -.15pts (97bps),CSUI1U5,NULL,NULL,00:00.0,00:00.0,2000000,-0.14741218,NULL,-2948.24,-1222.22,-4170.46,250000,-368.53,-152.78,0,-521.31,UNC Investment Fund,BOFA swap, Default,Hedge,DefaultS2,BOFAS,STANDARD PERCENTAGE,1
3806571,2,3627151,Buy Fixed/Floating Rate,290106,IR Swap,LCH28G.24828,NULL,LCH28G.24828,NULL,00:00.0,00:00.0,11450000,-0.03862134,NULL,-4422.14,4422.14,0,4907143,-1895.2,1895.2,0,0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,BOFA,STANDARD PERCENTAGE,1
3806571,2,3627152,Buy Fixed/Floating Rate,290106,IR Swap,LCH28G.24828,NULL,LCH28G.24828,NULL,00:00.0,00:00.0,11450000,-0.03862134,NULL,-4422.14,4422.14,0,5725000,-2211.07,2211.07,0,0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,BOFA,STANDARD PERCENTAGE,1
3806571,2,3627153,Buy Fixed/Floating Rate,290106,IR Swap,LCH28G.24828,NULL,LCH28G.24828,NULL,00:00.0,00:00.0,11450000,-0.03862134,NULL,-4422.14,4422.14,0,817857,-315.87,315.87,0,0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,BOFA,STANDARD PERCENTAGE,1
3806572,2,3627154,Buy Fixed/Floating Rate,290107,IR Swap,LCH28G.23088,NULL,LCH28G.23088,NULL,00:00.0,00:00.0,14000000,-0.035915,NULL,-5028.1,5028.05,0,6000000,-2154.88,2154.88,0,0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,CITI,STANDARD PERCENTAGE,1
3806572,2,3627155,Buy Fixed/Floating Rate,290107,IR Swap,LCH28G.23088,NULL,LCH28G.23088,NULL,00:00.0,00:00.0,14000000,-0.035915,NULL,-5028.1,5028.05,0,7000000,-2514.02,2514.02,0,0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,CITI,STANDARD PERCENTAGE,1
3806572,2,3627156,Buy Fixed/Floating Rate,290107,IR Swap,LCH28G.23088,NULL,LCH28G.23088,NULL,00:00.0,00:00.0,14000000,-0.035915,NULL,-5028.1,5028.05,0,1000000,-359.15,359.15,0,0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,CITI,STANDARD PERCENTAGE,1
3806573,2,3627157,Buy Fixed/Floating Rate,290108,IR Swap,LC30Q1.265,NULL,LC30Q1.265,NULL,00:00.0,00:00.0,19220000,-83.98194444,NULL,-16141329.72,16141329.72,0,8237143,-6917712.86,6917712.86,0,0,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,NTRS,STANDARD PERCENTAGE,1
3806573,2,3627158,Buy Fixed/Floating Rate,290108,IR Swap,LC30Q1.265,NULL,LC30Q1.265,NULL,00:00.0,00:00.0,19220000,-83.98194444,NULL,-16141329.72,16141329.72,0,9610000,-8070664.86,8070664.86,0,0,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,NTRS,STANDARD PERCENTAGE,1
3806573,2,3627159,Buy Fixed/Floating Rate,290108,IR Swap,LC30Q1.265,NULL,LC30Q1.265,NULL,00:00.0,00:00.0,19220000,-83.98194444,NULL,-16141329.72,16141329.72,0,1372857,-1152952,1152952,0,0,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,NTRS,STANDARD PERCENTAGE,1
3806574,1,3546018,Buy,280268,Equity,VIX,VIX,NULL,NULL,00:00.0,00:00.0,10000,2.96,NULL,29600,0,30000.54,4286,12686.56,0,171.67,12858.23,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,PRUS,STANDARD PERCENTAGE,1
3806574,1,3546019,Buy,280268,Equity,VIX,VIX,NULL,NULL,00:00.0,00:00.0,10000,2.96,NULL,29600,0,30000.54,5000,14800,0,200.27,15000.27,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,PRUS,STANDARD PERCENTAGE,1
3806574,1,3546020,Buy,280268,Equity,VIX,VIX,NULL,NULL,00:00.0,00:00.0,10000,2.96,NULL,29600,0,30000.54,714,2113.44,0,28.6,2142.04,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,PRUS,STANDARD PERCENTAGE,1
3806575,2,3627160,Buy,290109,Option,VIX22V27CBC2,VIX 10/19/22 C27,NULL,NULL,00:00.0,00:00.0,10000,2.96,NULL,2960000,0,2960471.46,4286,1268656,0,202.07,1268858.07,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,SCMC,STANDARD PERCENTAGE,1
3806575,2,3627161,Buy,290109,Option,VIX22V27CBC2,VIX 10/19/22 C27,NULL,NULL,00:00.0,00:00.0,10000,2.96,NULL,2960000,0,2960471.46,5000,1480000,0,235.73,1480235.73,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,SCMC,STANDARD PERCENTAGE,1
3806575,2,3627162,Buy,290109,Option,VIX22V27CBC2,VIX 10/19/22 C27,NULL,NULL,00:00.0,00:00.0,10000,2.96,NULL,2960000,0,2960471.46,714,211344,0,33.66,211377.66,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,SCMC,STANDARD PERCENTAGE,1
3817013,3,3548826,Buy,289505,Loan,LX155578,NULL,48244EAG9,US48244EAG98,00:00.0,00:00.0,1000000,67,NULL,670000,0,670000,428571.43,287142.86,0,0,287142.86,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,TIPT,STANDARD PERCENTAGE,1
3817013,3,3548827,Buy,289505,Loan,LX155578,NULL,48244EAG9,US48244EAG98,00:00.0,00:00.0,1000000,67,NULL,670000,0,670000,500000,335000,0,0,335000,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,TIPT,STANDARD PERCENTAGE,1
3817013,3,3548828,Buy,289505,Loan,LX155578,NULL,48244EAG9,US48244EAG98,00:00.0,00:00.0,1000000,67,NULL,670000,0,670000,71428.57,47857.14,0,0,47857.14,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,TIPT,STANDARD PERCENTAGE,1
3827451,1,3551625,Buy,289537,Loan,LX159075,NULL,04649VAR1,US04649VAR15,00:00.0,00:00.0,1000000,29,NULL,290000,0,290000,428571.43,124285.71,0,0,124285.71,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3827451,1,3551626,Buy,289537,Loan,LX159075,NULL,04649VAR1,US04649VAR15,00:00.0,00:00.0,1000000,29,NULL,290000,0,290000,500000,145000,0,0,145000,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3827451,1,3551627,Buy,289537,Loan,LX159075,NULL,04649VAR1,US04649VAR15,00:00.0,00:00.0,1000000,29,NULL,290000,0,290000,71428.57,20714.29,0,0,20714.29,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3827452,1,3551628,Buy,289521,Loan,LX154102,NULL,14964YAB6,US14964YAB65,00:00.0,00:00.0,2000000,45,NULL,900000,0,900000,2000000,900000,0,0,900000,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,GSCO,STANDARD PERCENTAGE,1
3827453,1,3551629,Buy,289501,Loan,LX159514,NULL,NULL,NULL,00:00.0,00:00.0,5000000,78,NULL,3900000,0,3900000,2500000,1950000,0,0,1950000,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,JPHQ,STANDARD PERCENTAGE,1
3827453,1,3551630,Buy,289501,Loan,LX159514,NULL,NULL,NULL,00:00.0,00:00.0,5000000,78,NULL,3900000,0,3900000,2500000,1950000,0,0,1950000,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,JPHQ,STANDARD PERCENTAGE,1
3827454,1,3551631,Buy,289509,Loan,516586,NULL,NULL,NULL,00:00.0,00:00.0,2500000,88,NULL,2200000,0,2200000,1071428.57,942857.14,0,0,942857.14,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,PACS,STANDARD PERCENTAGE,1
3827454,1,3551632,Buy,289509,Loan,516586,NULL,NULL,NULL,00:00.0,00:00.0,2500000,88,NULL,2200000,0,2200000,1250000,1100000,0,0,1100000,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,PACS,STANDARD PERCENTAGE,1
3827454,1,3551633,Buy,289509,Loan,516586,NULL,NULL,NULL,00:00.0,00:00.0,2500000,88,NULL,2200000,0,2200000,178571.43,157142.86,0,0,157142.86,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,PACS,STANDARD PERCENTAGE,1
3879640,1,3565614,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,4375000,3937500,0,0,3937500,Redfield Accu-Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3879640,1,3565615,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,312000,280800,0,0,280800,UNC Investment Fund,DBAB swap, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3879640,1,3565616,Buy,288800,Bond,177342AL6,NULL,177342AL6,US177342AL65,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,313000,281700,0,0,281700,UNC Investment Fund,DBAB Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3938790,2,3581463,Buy,290030,Loan,BL1156233,NULL,89213GAF7,US89213GAF72,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,2000000,1800000,0,0,1800000,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3938790,2,3581464,Buy,290030,Loan,BL1156233,NULL,89213GAF7,US89213GAF72,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,3000000,2700000,0,0,2700000,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,1
3952707,1,3585193,Buy,287541,Bond,127693AC3,NULL,127693AC3,US127693AC33,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,1500000,1350000,0,0,1350000,Leatherwood Trust MA,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952707,1,3585194,Buy,287541,Bond,127693AC3,NULL,127693AC3,US127693AC33,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,1500000,1350000,0,0,1350000,Optimum Holdings Partners,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952707,1,3585195,Buy,287541,Bond,127693AC3,NULL,127693AC3,US127693AC33,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,1750000,1575000,0,0,1575000,Redfield Accu-Fund,Well Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952707,1,3585196,Buy,287541,Bond,127693AC3,NULL,127693AC3,US127693AC33,00:00.0,00:00.0,5000000,90,NULL,4500000,0,4500000,250000,225000,0,0,225000,UNC Investment Fund,CS Prime, Default,Asset,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952708,2,3585201,Buy,290112,Repo Contract,Reverse Repo 127693AC3 05/23/2023 06/23/2023 ABGS 5%,NULL,127693AC3,NULL,00:00.0,00:00.0,5000000,90,NULL,0,0,0,1500000,0,0,0,0,Leatherwood Trust MA,CS Prime, Default,Finance,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952708,2,3585202,Buy,290112,Repo Contract,Reverse Repo 127693AC3 05/23/2023 06/23/2023 ABGS 5%,NULL,127693AC3,NULL,00:00.0,00:00.0,5000000,90,NULL,0,0,0,1500000,0,0,0,0,Optimum Holdings Partners,CS Prime, Default,Finance,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952708,2,3585203,Buy,290112,Repo Contract,Reverse Repo 127693AC3 05/23/2023 06/23/2023 ABGS 5%,NULL,127693AC3,NULL,00:00.0,00:00.0,5000000,90,NULL,0,0,0,1750000,0,0,0,0,Redfield Accu-Fund,Well Prime, Default,Finance,DefaultS2,ABGS,STANDARD PERCENTAGE,0
3952708,2,3585204,Buy,290112,Repo Contract,Reverse Repo 127693AC3 05/23/2023 06/23/2023 ABGS 5%,NULL,127693AC3,NULL,00:00.0,00:00.0,5000000,90,NULL,0,0,0,250000,0,0,0,0,UNC Investment Fund,CS Prime, Default,Finance,DefaultS2,ABGS,STANDARD PERCENTAGE,0
