AsOfDate,OpenDate,CloseDate,ShortName,PortfolioName,StrategyRefShortName,Strategy1RefShortName,Strategy2RefShortName,CustodianName,DirectionName,SecurityId,SecurityTypeName,SecName,StartQty,Qty,StartPrice,Price,StartFXRate,FXRate,MV_Local,MV_Base,PL_DTD,PL_QTD,PL_MTD,PL_YTD
01/08/23,20/10/21,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,2000000,2000000,101,101,1,1,0,0,0,0,0,0
01/08/23,20/10/21,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,1750000,1750000,101,101,1,1,0,0,0,0,0,0
01/08/23,27/01/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,1312500,1312500,101,101,1,1,0,0,0,0,0,0
01/08/23,27/01/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,1250000,1250000,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,1250000,1250000,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,875000,875000,101,101,1,1,0,0,0,0,0,0
01/08/23,08/03/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,4375000,4375000,101,101,1,1,0,0,0,0,0,0
01/08/23,08/03/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,2500000,2500000,101,101,1,1,0,0,0,0,0,0
01/08/23,16/03/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,1050000,1050000,101,101,1,1,0,0,0,0,0,0
01/08/23,03/05/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,2187500,2187500,101,101,1,1,0,0,0,0,0,0
01/08/23,03/05/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,2000000,2000000,101,101,1,1,0,0,0,0,0,0
01/08/23,20/05/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,2000000,2000000,101,101,1,1,0,0,0,0,0,0
01/08/23,09/12/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,1250000,1250000,101,101,1,1,0,0,0,0,0,0
01/08/23,23/12/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,375000,375000,101,101,1,1,0,0,0,0,0,0
01/08/23,06/02/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288790,AssetBacked,004421CG6,416667,416667,101,101,1,1,0,0,0,0,0,0
01/08/23,26/03/21,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,928571,928571,101,101,1,1,0,0,0,0,0,0
01/08/23,27/04/21,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,142857,142857,101,101,1,1,0,0,0,0,0,0
01/08/23,04/05/21,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1000000,1000000,101,101,1,1,0,0,0,0,0,0
01/08/23,04/05/21,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,142857,142857,101,101,1,1,0,0,0,0,0,0
01/08/23,20/10/21,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,250000,250000,101,101,1,1,0,0,0,0,0,0
01/08/23,27/01/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,187500,187500,101,101,1,1,0,0,0,0,0,0
01/08/23,27/01/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,250000,250000,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571,178571,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,125000,125000,101,101,1,1,0,0,0,0,0,0
01/08/23,08/03/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,625000,625000,101,101,1,1,0,0,0,0,0,0
01/08/23,08/03/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,357143,357143,101,101,1,1,0,0,0,0,0,0
01/08/23,16/03/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,150000,150000,101,101,1,1,0,0,0,0,0,0
01/08/23,03/05/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,312500,312500,101,101,1,1,0,0,0,0,0,0
01/08/23,03/05/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,500000,500000,101,101,1,1,0,0,0,0,0,0
01/08/23,20/05/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,500000,500000,101,101,1,1,0,0,0,0,0,0
01/08/23,09/12/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,178571,178571,101,101,1,1,0,0,0,0,0,0
01/08/23,23/12/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,53571,53571,101,101,1,1,0,0,0,0,0,0
01/08/23,06/02/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,89285,89285,101,101,1,1,0,0,0,0,0,0
01/08/23,21/06/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,312500,312500,101,101,1,1,0,0,0,0,0,0
01/08/23,26/03/21,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,6500000,6500000,101,101,1,1,0,0,0,0,0,0
01/08/23,20/10/21,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1750000,1750000,101,101,1,1,0,0,0,0,0,0
01/08/23,27/01/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1312500,1312500,101,101,1,1,0,0,0,0,0,0
01/08/23,27/01/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1250000,1250000,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1250000,1250000,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,875000,875000,101,101,1,1,0,0,0,0,0,0
01/08/23,16/03/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1050000,1050000,101,101,1,1,0,0,0,0,0,0
01/08/23,03/05/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,2187500,2187500,101,101,1,1,0,0,0,0,0,0
01/08/23,03/05/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,2000000,2000000,101,101,1,1,0,0,0,0,0,0
01/08/23,20/05/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,2000000,2000000,101,101,1,1,0,0,0,0,0,0
01/08/23,09/12/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1250000,1250000,101,101,1,1,0,0,0,0,0,0
01/08/23,23/12/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,375000,375000,101,101,1,1,0,0,0,0,0,0
01/08/23,06/02/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,416666,416666,101,101,1,1,0,0,0,0,0,0
01/08/23,21/06/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,2187500,2187500,101,101,1,1,0,0,0,0,0,0
01/08/23,26/03/21,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,5571429,5571429,101,101,1,1,0,0,0,0,0,0
01/08/23,27/04/21,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,857143,857143,101,101,1,1,0,0,0,0,0,0
01/08/23,04/05/21,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,857143,857143,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1071428,1071428,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1500000,1500000,101,101,1,1,0,0,0,0,0,0
01/08/23,08/03/22,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,2142857,2142857,101,101,1,1,0,0,0,0,0,0
01/08/23,16/03/22,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,800000,800000,101,101,1,1,0,0,0,0,0,0
01/08/23,09/12/22,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,1071428,1071428,101,101,1,1,0,0,0,0,0,0
01/08/23,23/12/22,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,321428,321428,101,101,1,1,0,0,0,0,0,0
01/08/23,06/02/23,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288790,AssetBacked,004421CG6,535714,535714,101,101,1,1,0,0,0,0,0,0
01/08/23,04/03/20,NULL,SMA-L1,SMA-L1, Default,Asset,DefaultS2,CS Prime,Long,288791,Bond,26455626,4426000,4426000,88,88,1,1,2681700.145,2681700.145,0.0741,2.2961,0.0741,2.2961
01/08/23,04/03/20,NULL,SMA-L2,SMA-L2, Default,Asset,DefaultS2,CS Prime,Long,288791,Bond,26455626,4426000,4426000,88,88,1,1,2681700.145,2681700.145,0.0741,2.2961,0.0741,2.2961
01/08/23,04/03/20,NULL,SMA-L4,SMA-L4, Default,Asset,DefaultS2,CS Prime,Long,288791,Bond,26455626,4425000,4425000,88,88,1,1,2681094.248,2681094.248,0.0741,2.2956,0.0741,2.2956
01/08/23,04/03/20,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288791,Bond,26455626,2723000,2723000,88,88,1,1,1649857.545,1649857.545,0.0456,1.4126,0.0456,1.4126
01/08/23,20/10/21,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,1714286,1714286,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,1071429,1071429,101,101,1,1,0,0,0,0,0,0
01/08/23,24/02/22,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,1500000,1500000,101,101,1,1,0,0,0,0,0,0
01/08/23,16/03/22,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,800000,800000,101,101,1,1,0,0,0,0,0,0
01/08/23,09/12/22,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,1071429,1071429,101,101,1,1,0,0,0,0,0,0
01/08/23,23/12/22,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,1071429,1071429,101,101,1,1,0,0,0,0,0,0
01/08/23,23/12/22,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,321429,321429,101,101,1,1,0,0,0,0,0,0
01/08/23,31/01/23,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,1071429,1071429,101,101,1,1,0,0,0,0,0,0
01/08/23,06/02/23,NULL,Heather,Heather, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,535715,535715,101,101,1,1,0,0,0,0,0,0
01/08/23,23/12/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,1250000,1250000,101,101,1,1,0,0,0,0,0,0
01/08/23,31/01/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,1250000,1250000,101,101,1,1,0,0,0,0,0,0
01/08/23,06/02/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,416667,416667,101,101,1,1,0,0,0,0,0,0
01/08/23,21/06/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,CS Prime,Long,288790,AssetBacked,004421CG6,2187500,2187500,101,101,1,1,0,0,0,0,0,0
01/08/23,30/03/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288798,Bond,156686AJ6,1000000,1000000,81,81,1,1,810000,810000,0,-9999.38,0,-114598.8
01/08/23,30/03/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288798,Bond,156686AJ6,2500000,2500000,81,81,1,1,2025000,2025000,0,-24998.45,0,-510997
01/08/23,30/03/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,Well Prime,Long,288798,Bond,156686AJ6,4375000,4375000,81,81,1,1,3543750,3543750,0,-43747.2875,0,-500494.75
01/08/23,30/03/23,NULL,Heather,Heather, Default,Asset,DefaultS2,Well Prime,Long,288798,Bond,156686AJ6,857000,857000,81,81,1,1,694170,694170,0,-8569.4687,0,-98211.1716
01/08/23,30/03/23,NULL,Heather,Heather, Default,Asset,DefaultS2,Well Prime,Long,288798,Bond,156686AJ6,2143000,2143000,81,81,1,1,1735830,1735830,0,-21428.6713,0,-438026.6284
01/08/23,30/03/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,Well Prime,Long,288798,Bond,156686AJ6,143000,143000,81,81,1,1,115830,115830,0,-1429.9113,0,-16387.6284
01/08/23,30/03/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,Well Prime,Long,288798,Bond,156686AJ6,357000,357000,81,81,1,1,289170,289170,0,-3569.7787,0,-72970.3716
01/08/23,30/03/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,Well Prime,Long,288798,Bond,156686AJ6,625000,625000,81,81,1,1,506250,506250,0,-6249.6125,0,-71499.25
01/08/23,04/12/20,NULL,Lee Investment,Warren Lee IG, Default,Asset,DefaultS2,CS Prime,Long,288799,Bond,17453BAS0,48000,48000,79,79,1,1,37920,37920,0,480,0,2880
01/08/23,04/12/20,NULL,Hi Yield,Hi Yield, Default,Asset,DefaultS2,CS Prime,Long,288799,Bond,17453BAS0,396000,396000,79,79,1,1,312840,312840,0,3960,0,23760
01/08/23,04/12/20,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,288799,Bond,17453BAS0,2556000,2556000,79,79,1,1,2019240,2019240,0,25560,0,153360
01/08/23,30/03/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,288799,Bond,17453BAS0,375000,375000,79,79,1,1,296250,296250,0,3750,0,-41250
01/08/23,30/03/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,CS Prime,Long,288799,Bond,17453BAS0,2625000,2625000,79,79,1,1,2073750,2073750,0,26250,0,-288750
01/08/23,07/07/23,NULL,Heather,Heather, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,2000000,2000000,66,66,1,1,1320000,1320000,0,-479998.8411,0,-479998.8411
01/08/23,27/01/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,11375000,11375000,66,66,1,1,7507500,7507500,0,-113785.3099,0,-341285.7807
01/08/23,24/02/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,4375000,4375000,66,66,1,1,2887500,2887500,0,-43763.5807,0,-131263.7618
01/08/23,22/09/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,11375000,11375000,66,66,1,1,7507500,7507500,0,-113785.3099,0,-341285.7807
01/08/23,20/01/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,4375000,4375000,66,66,1,1,2887500,2887500,0,-43763.5807,0,-1049997.465
01/08/23,29/03/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,383000,383000,66,66,1,1,252780,252780,0,-3831.1889,0,168520.2219
01/08/23,02/05/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,4375000,4375000,66,66,1,1,2887500,2887500,0,-43763.5807,0,-1049997.465
01/08/23,07/07/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,2625000,2625000,66,66,1,1,1732500,1732500,0,-629998.479,0,-629998.479
01/08/23,27/07/23,NULL,Garfield,Garfield, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,4375000,4375000,66,66,1,1,2887500,2887500,2.5351,-1443747.465,2.5351,-1443747.465
01/08/23,19/10/21,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,4000000,4000000,66,66,1,1,2640000,2640000,0,-40012.4167,0,-120012.5822
01/08/23,27/01/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,813000,813000,66,66,1,1,536580,536580,0,-8132.5237,0,-24392.5573
01/08/23,24/02/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,313000,313000,66,66,1,1,206580,206580,0,-3130.9716,0,-9390.9846
01/08/23,22/09/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,813000,813000,66,66,1,1,536580,536580,0,-8132.5237,0,-24392.5573
01/08/23,20/01/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,313000,313000,66,66,1,1,206580,206580,0,-3130.9716,0,-75119.8186
01/08/23,29/03/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,27000,27000,66,66,1,1,17820,17820,0,-270.0838,0,11880.0156
01/08/23,02/05/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,313000,313000,66,66,1,1,206580,206580,0,-3130.9716,0,-75119.8186
01/08/23,07/07/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,188000,188000,66,66,1,1,124080,124080,0,-45119.8911,0,-45119.8911
01/08/23,27/07/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,313000,313000,66,66,1,1,206580,206580,0.1814,-103289.8186,0.1814,-103289.8186
01/08/23,26/03/21,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,13000000,13000000,66,66,1,1,8580000,8580000,0,-130040.3542,0,-390040.8922
01/08/23,27/01/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,812000,812000,66,66,1,1,535920,535920,0,-8122.5206,0,-24362.5542
01/08/23,24/02/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,312000,312000,66,66,1,1,205920,205920,0,-3120.9685,0,-9360.9814
01/08/23,22/09/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,812000,812000,66,66,1,1,535920,535920,0,-8122.5206,0,-24362.5542
01/08/23,20/01/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,312000,312000,66,66,1,1,205920,205920,0,-3120.9685,0,-74879.8192
01/08/23,29/03/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,27000,27000,66,66,1,1,17820,17820,0,-270.0838,0,11880.0156
01/08/23,02/05/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,312000,312000,66,66,1,1,205920,205920,0,-3120.9685,0,-74879.8192
01/08/23,07/07/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,187000,187000,66,66,1,1,123420,123420,0,-44879.8916,0,-44879.8916
01/08/23,27/07/23,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,DBAB swap,Long,288800,Bond,177342AL6,312000,312000,66,66,1,1,205920,205920,0.1808,-102959.8192,0.1808,-102959.8192
01/08/23,24/03/23,29/03/23,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288800,Bond,177342AL6,0,0,66,66,1,1,NULL,NULL,0,0,0,200000
01/08/23,29/03/23,29/03/23,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288800,Bond,177342AL6,0,0,66,66,1,1,NULL,NULL,0,0,0,-200000
01/08/23,29/03/23,NULL,Platpot,Platpot, Default,Asset,DefaultS2,DBAB Prime,Long,288800,Bond,177342AL6,9000000,9000000,66,66,1,1,5940000,5940000,0,-90027.9375,0,-2609994.785
01/08/23,04/08/22,NULL,Garfield,Garfield, Default,Asset,DefaultS2,CS Prime,Long,288806,AssetBacked,31359KEN3,4000000,4000000,74,74,1,1,73893.9136,73893.9136,0,36.0593,0,18.0297
01/08/23,04/08/22,NULL,MNC Inv,MNC Investment Fund, Default,Asset,DefaultS2,CS Prime,Long,288806,AssetBacked,31359KEN3,1000000,1000000,74,74,1,1,18473.4784,18473.4784,0,9.0148,0,4.5074
01/08/23,04/03/20,NULL,Heather,Heather, Default,Asset,DefaultS2,Well Prime,Long,288808,Bond,345370BS8,345000,345000,74,74,1,1,255300,255300,0,0.2288,0,3450.2214
01/08/23,04/03/20,NULL,SMA-L1,SMA-L1, Default,Asset,DefaultS2,Well Prime,Long,288808,Bond,345370BS8,55000,55000,74,74,1,1,40700,40700,0,0.0365,0,550.0353
01/08/23,04/03/20,NULL,SMA-L2,SMA-L2, Default,Asset,DefaultS2,Well Prime,Long,288808,Bond,345370BS8,50000,50000,74,74,1,1,37000,37000,0,0.0332,0,500.0321
01/08/23,04/03/20,NULL,SMA-L4,SMA-L4, Default,Asset,DefaultS2,Well Prime,Long,288808,Bond,345370BS8,50000,50000,74,74,1,1,37000,37000,0,0.0332,0,500.0321
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,3554,3554,1,1,1,1,35540000,35540000,0,0,0,0
01/08/23,01/08/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,214,214,1,1,1,1,2140000,2140000,0,0,0,0
01/08/23,01/07/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,194,194,1,1,1,1,1940000,1940000,0,0,0,0
01/08/23,15/07/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,204,204,1,1,1,1,2040000,2040000,0,0,0,0
01/08/23,15/08/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,170,170,1,1,1,1,1700000,1700000,0,0,0,0
01/08/23,01/06/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,2100,2100,1,1,1,1,21000000,21000000,0,0,0,0
01/08/23,15/08/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,148,148,1,1,1,1,1480000,1480000,0,0,0,0
01/08/23,01/07/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,175,175,1,1,1,1,1750000,1750000,0,0,0,0
01/08/23,15/07/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,288857,Future,FVZ6,159,159,1,1,1,1,1590000,1590000,0,0,0,0
01/08/23,01/06/20,NULL,Ytum,Ytum, Default,Asset,DefaultS2,CS Prime,Long,288858,FX Forward,FxFwd EURUSD 8/11/2021 CS,30030000,30030000,1.08,1.08,1.33,1.33,32432400,43135092,0,399399,0,1198197
01/08/23,01/06/20,NULL,Platpot,Platpot, Default,Asset,DefaultS2,CS Prime,Long,288858,FX Forward,FxFwd EURUSD 8/11/2021 CS,23580000,23580000,1.08,1.08,1.33,1.33,25466400,33870312,0,313614,0,940842
01/08/23,04/03/20,NULL,Heather,Heather, Default,Hedge,DefaultS2,CSI Swap,Long,288896,Credit Index Contract,ITRAXX-FINSUBS25-1 1% 06/20/21 EUR [CSFBS] +3.50pts (183bps),9000000,9000000,3.5,3.5,1.33,1.33,0,0,-332.5,-10640,-332.5,-10307.5
01/08/23,04/03/20,NULL,Opium,Opium Holdings Partners, Default,Hedge,DefaultS2,CSI Swap,Long,288896,Credit Index Contract,ITRAXX-FINSUBS25-1 1% 06/20/21 EUR [CSFBS] +3.50pts (183bps),9000000,9000000,3.5,3.5,1.33,1.33,0,0,-332.5,-10640,-332.5,-10307.5
